business_id,name,address,postal_code,stars,review_count,categories,WorkingHours.Monday,WorkingHours.Tuesday,WorkingHours.Wednesday,WorkingHours.Thursday,WorkingHours.Friday,WorkingHours.Saturday,WorkingHours.Sunday
DGvkU7CkdBs6lNbncQmF3A,Franklin's,3521 Bowman St,19129,3.5,129,"Restaurants, Burgers, Nightlife, Beer, Wine & Spirits, American (New), Bars, Food, Karaoke, Sports Bars",closed,14:0-0:0,14:0-0:0,14:0-0:0,14:0-0:0,12:0-0:0,12:0-0:0
MF5-JPr0auUkY_WLTTVUaA,Tacodelphia,427 S Broad St,19147,4.0,240,"New Mexican Cuisine, Mexican, Tex-Mex, Tacos, Restaurants",0:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,12:0-23:0,12:0-23:0
_O_KBH1MStcUkS1xk5pxsg,Franny Lou's Porch,2400 Coral St,19125,4.5,68,"Coffee & Tea, Breakfast & Brunch, Books, Mags, Music & Video, Bookstores, Tea Rooms, Bagels, Shopping, Sandwiches, Restaurants, Food",8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
RjISdNawGnpjsewMTSGgsA,KASUMI SUSHI,"2201 Penrose Ave, Ste3",19145,4.0,55,"Restaurants, Japanese, Sushi Bars",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,closed
mmBwAe9q062vKWanRfoagQ,Free Tours By Foot,"20 N 3rd St, Ste 201",19106,5.0,184,"Hotels & Travel, Walking Tours, Tours, Food Tours",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
kxX2SOes4o-D3ZQBkiMRfA,Zaika,2481 Grant Ave,19114,4.0,181,"Halal, Pakistani, Restaurants, Indian",closed,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
LnZvGYbqozanOSevcftnrw,HipCityVeg - University City,214 S 40th St,19104,4.0,314,"Sandwiches, Food, Burgers, Restaurants, Vegan, Desserts",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
RXItVN-qOBgbp_vBalAkOw,Goldie,3401 Walnut St,19104,4.5,46,"Mediterranean, Falafel, Restaurants, Fast Food",0:0-0:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,closed,closed
jULIPydhMj18KOI5OHTwfA,Buena Onda,1901 Callowhill St,19130,4.0,552,"Tacos, Restaurants, Mexican",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
7BmboJEmyQ_DAgTCoCgpgg,Vientiane Bistro,2537 Kensington Ave,19125,4.5,67,"Vegan, Restaurants, Laotian, Asian Fusion, Thai, Cafes",0:0-0:0,12:30-20:0,12:30-20:0,12:30-20:0,12:30-21:0,12:30-21:0,closed
WkNJ3FnK5WVW3thVUe-WSw,Izzy's 33,1703 S 9th St,19148,4.5,24,"Mexican, Restaurants, Cafes, Breakfast & Brunch, Italian",8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-21:0
9uHEhLKTVXATCt7JSvUsCg,John's Water Ice,701 Christian St,19147,4.5,274,"Local Flavor, Ice Cream & Frozen Yogurt, Food",,,,,,,
kkcQYuF3w5iHnHMf0EnRhQ,Joe's Steaks + Soda Shop,6030 Torresdale Ave,19135,4.5,380,"Sandwiches, Restaurants, Cheesesteaks",closed,closed,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0
vUrTGX_7HxqeoQ_6QCVz6g,Suraya,1528 Frankford Ave,19125,4.5,1121,"Active Life, Beer Gardens, Grocery, Middle Eastern, Specialty Food, American (New), Parks, Cafes, Food, Nightlife, Restaurants, Coffee & Tea, Lebanese",17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:30,17:0-22:30,17:0-21:30
DytKODMqcvQ7MWA0NN2uNw,Lloyd Whiskey Bar,529 E Girard Ave,19125,4.0,210,"Nightlife, Restaurants, Wine Bars, Cocktail Bars, Gastropubs, Bars, American (New), Lounges",17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,11:0-2:0
gCcJTKC40CL0XtYYGfcXDw,Smiley's Cafe,4251 Main St,19127,4.5,423,"Juice Bars & Smoothies, Food, Mediterranean, Greek, Restaurants, Sandwiches",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:30-21:0,closed
WRMlifrYLjRY8q5YUUbfZA,iPho Vietnamese Restaurant,1921 Fairmount Ave,19130,3.5,151,"Vietnamese, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
BkzPB-keyU1Ri1Fd8YuiAw,Happy Joy Family Restaurant,1328 W Girard Ave,19123,4.5,21,"Breakfast & Brunch, American (Traditional), Restaurants",6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,7:0-14:0
qjGS_7iaQDpbVhS6W8qkHQ,The Sweet Life Bakeshop,740 South St,19147,5.0,316,"Food, Cupcakes, Desserts, Bakeries",0:0-0:0,11:0-18:30,11:0-19:0,11:0-19:0,11:0-19:0,12:0-17:0,11:0-18:30
pKg4NleedNE_SxkfN_NlTQ,The Original Hot Dog Factory,125 N 15th St,19102,3.5,30,"Hot Dogs, Restaurants",,,,,,,
Fe5Q2saATrFH4V-y6yhfAw,Bell Beverage,2809 S Front St,19148,4.5,38,"Beer, Wine & Spirits, Food",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-19:0,10:0-18:0,closed
FnEkr6LzjuGsg93Z7fkl7Q,Misconduct Tavern,1801 John F Kennedy Blvd,19103,3.0,131,"Bars, American (New), Nightlife, Restaurants",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
Bmh7d4yVxpgLPQ8KLcy_4Q,Mediterra Grill,2119 N 63rd St,19151,3.5,36,"Restaurants, American (New), Salad, Sandwiches, Mediterranean",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-21:0
fB_VJEJTIMyWv5hC9T-xwA,So Korean Grill,"6201 N Front St, Ste 120",19120,4.5,77,"Korean, Barbeque, Restaurants",11:0-22:0,11:0-22:0,closed,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:0
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,501 N 13th St,19123,4.0,618,"American (Traditional), Bars, Nightlife, Restaurants, Beer Bar, Gastropubs, Breakfast & Brunch, Tapas/Small Plates",16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-1:0,12:0-1:0,12:0-23:0
AWJyivVwe3t9BO-k8D0ynQ,Cafe Square One,50 S 3rd St,19106,4.5,245,"Food, Coffee & Tea, Cafes, Salad, Sandwiches, Sushi Bars, Restaurants, Breakfast & Brunch",0:0-0:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,closed
SADPX8WX34EQDj_jqtacMw,Bai Wei,1038 Race St,19107,4.0,231,"Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan",11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,11:30-23:0,11:30-22:30
roc-xyyzN5b_nImb0NdRLQ,Earl of Sandwich,"8500 Essington Ave, Terminal D, Philadelphia International Airport",19153,3.5,81,"Restaurants, Sandwiches, Wraps, Salad",4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0,4:0-19:0
HTqXI5S2XcSlh_ylx9sE6g,Termini Bros Bakery,12th St & Filbert St,19107,4.0,263,"Food, Restaurants, Bakeries",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0
mDd3GFkYQKXhTlpm7SHtCQ,Green Basil Thai Kitchen,240 South St,19147,4.0,74,"Thai, Restaurants",0:0-0:0,11:0-21:0,closed,11:0-21:0,11:0-21:0,11:0-20:30,11:0-21:0
HUp0fqvl0XbZmrCp5FfBjw,Fresh Gulf Seafood,2528 S 24th St,19145,4.0,32,"Seafood, Restaurants, Distilleries, Farmers Market, Food",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,closed
YIdYc6tQIFRJPNIaPBupYQ,Zio Pizza Palace & Grill,157 N 9th St,19107,4.0,43,"Fast Food, Italian, Vegetarian, Burgers, Vegan, Restaurants, Pizza, Chicken Wings",0:0-0:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,closed
fpde_5H6mH5ufv1tUfBAKQ,Authentic LanZhou Handpulled Noodles,935 Arch St,19107,3.5,32,"Noodles, Restaurants",8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0
j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,760 S 9th St,19147,3.5,653,"Restaurants, Italian",16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30,16:0-21:0,13:0-21:0,13:0-20:30
B-DiQpcSTJ7oMMnwzbAGTQ,Cucina Zapata,S 31st & Ludlow St,19104,4.5,248,"Thai, Food Stands, Restaurants, Mexican",12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,closed,closed
bpEiVcivZFHixcDGKXQQJA,Valerio Coffee Roasters,4373 Main St,19127,4.0,34,"Coffee & Tea, Bagels, Food, Breakfast & Brunch, Restaurants",closed,8:0-14:30,8:0-14:30,8:0-14:30,8:0-14:30,8:0-16:0,8:0-16:0
5ezrDoezdUlJpUa5Jg6dUQ,In the Valley,1615 E Passyunk Ave,19148,4.0,73,"Nightlife, Restaurants, Wine Bars, Bars, Tapas/Small Plates, Cocktail Bars, American (New)",0:0-0:0,closed,17:30-22:0,17:30-22:0,17:30-23:0,17:30-23:0,17:0-0:0
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,"600 Washington Ave, Ste 18 A",19147,4.0,84,"Noodles, Chinese, Restaurants, Soup",11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,11:0-23:0,11:0-22:30
0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,3401 Walnut St,19104,3.5,30,"Sushi Bars, Japanese, Restaurants",11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,closed,closed
BzQiDngZIG0MfbjJFg-yUQ,The Post,129 S 30th St,19104,4.0,46,"Bars, Nightlife, Arts & Entertainment, Restaurants, Arcades, Beer Bar, Cocktail Bars, Burgers, Chicken Wings",closed,closed,closed,16:0-22:0,16:0-22:0,16:0-22:0,closed
KgozvZ1UFfXuJToqe8CfQg,Fortune Chinese Restaurant,1828 S St,19146,3.5,87,"Chinese, Restaurants",11:0-22:0,11:0-22:0,closed,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:0
H47H_73y7aZ9KHpzct-xBg,Cold Stone Creamery,2530 Aramingo Ave,19125,3.5,24,"Ice Cream & Frozen Yogurt, Food, Custom Cakes, Cupcakes",13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0
NYJ1PTYcQhQ8aVJiBPgIQg,Cappuccio's Meats,1019 S 9th St,19147,4.0,45,"Food, Meat Shops, Specialty Food",11:0-17:0,8:0-17:0,8:0-17:0,8:0-18:0,7:30-18:0,7:0-18:0,8:0-15:0
v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,7602 Castor Ave,19152,3.5,43,"Italian, Restaurants, Bars, Wine Bars, American (New), Nightlife",closed,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,14:0-22:0,14:0-21:0
bSWL0YxfawjS03_g2kgujA,Allegro Pizza,3942 Spruce St,19104,3.0,221,"Sandwiches, Restaurants, Pizza, American (Traditional), Italian",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-0:0
ipaHtb0jzsnzuxkjQxvxgQ,Solly Pizza,8108 Bustleton Ave,19152,4.0,40,"Restaurants, Pizza",11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-22:45,11:0-22:45,12:0-21:45
mbglgx3nbRRPKxh0SxDjNQ,Parada Maimon,345 N 12th St,19107,4.5,202,"Latin American, Caribbean, Dominican, Mexican, Restaurants",8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-22:0
eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,2201 Spruce St,19103,4.5,213,"Restaurants, American (Traditional), Italian",16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0
eM5CowLA4lGmATovJrLRXQ,Al's Italiano Pizzeria & Ristorante,8202 Roosevelt Blvd,19152,3.5,23,"Delis, Sandwiches, Restaurants, Pizza, Desserts, Italian, Food",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-22:0
2GYg3liJ9-m6Z67L_4_BRQ,Weavers Way Co-Op,559 Carpenter Ln,19119,4.5,54,"Pets, Cheese Shops, Health Markets, Grocery, Food, Specialty Food",0:0-0:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
YA4OQvZFowHG4_78xis7sg,Boricua Restaurant,1149 N 3rd St,19123,5.0,31,"Caribbean, Spanish, Puerto Rican, Latin American, Restaurants",11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,closed
JZVK_yoV48O_2gDykG_1Ow,Bonks Bar,3467 Richmond St,19134,4.0,35,"Seafood, Nightlife, Bars, American (Traditional), Restaurants",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
lIOEBs50Uk45ehz7zrtYmQ,Tandoori Of India,1100 Jackson St,19148,4.0,71,"Indian, Venues & Event Spaces, Desserts, Food, Salad, Halal, Event Planning & Services, Restaurants",11:30-0:0,11:30-0:0,16:0-0:0,11:30-0:0,11:30-0:0,12:0-0:0,12:0-0:0
pDurCski6kcl8mcXmpcKKw,Ace of Steaks,3020 S Broad St,19145,4.5,31,"Restaurants, Cheesesteaks, Sandwiches, Burgers",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
htO_nlxkEsYHzDrtbiUxew,La Colombe Coffee,130 S 19th St,19103,4.0,614,"Restaurants, Food, Coffee & Tea",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-18:0,8:0-19:0,7:0-19:0
DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,433 Chestnut St,19106,3.5,618,"Breakfast & Brunch, American (New), Restaurants",0:0-0:0,11:30-15:0,11:30-15:0,11:30-22:0,11:30-22:0,17:0-22:0,8:0-15:0
AxcyIxsjJbRNG2RFTguavw,Mike's Hot Dog Cart,24th & Passyunk Ave,19146,5.0,22,"Food Stands, Restaurants",,,,,,,
_PQzeo8P2sGczzFEifrK-Q,Claudio's Specialty Foods,924-26 S 9th St,19147,4.5,148,"Food, Cheese Shops, Specialty Food, Meat Shops",9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,8:30-17:30,9:0-14:0
ihXHRu99MxQDiy_p1FKqhQ,Philly's Finest Pizza,7962 Dungan Rd,19111,4.5,23,"Restaurants, Pizza",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
NBlB85ch_WCxYJ4fPWHxJA,MexiCali,38th & Walnut,19104,4.5,50,"Mexican, Food Trucks, Restaurants, Food",,,,,,,
AwmeLVLEfdFoCa0LaF0UYA,The Beer Store,399 Franklin Mills Cir,19154,3.5,25,"Food, Beer, Wine & Spirits",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-23:0,10:0-23:0,11:0-21:0
jj9-k3CsTJz0a3_pP4RkJw,Tsaocaa & sushi corner,1042 South St,19147,4.0,23,"Food, Bubble Tea",11:30-21:30,closed,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,12:0-21:30
GNnDvJwtA9C1XFf-yv4KVA,La Marqueza - Food Truck,Spring Garden St,19130,4.5,23,"Mexican, Breakfast & Brunch, Food Trucks, Street Vendors, Restaurants, Food Stands, Food",,,,,,,
tqBkgu2wyCjYBWuTQoy2aw,Orchard Smoothie and Cafe,1200  S Federal St,19146,3.0,34,"Cafes, Restaurants, Food, Juice Bars & Smoothies",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
toMVWIsPJmS7-LiLAf2AfA,Ippolito's Seafood,3400 S Lawrence St,19148,4.0,101,"Food, Grocery, Specialty Food, Sandwiches, American (Traditional), Butcher, Fish & Chips, Seafood Markets, Restaurants, Seafood, Salad",0:0-0:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,9:0-16:0,closed
vR9SKMvXCXyrl6u5ouWHBQ,Chan's Halal Restaurant,5500 Lancaster Ave,19131,3.0,44,"Asian Fusion, Chinese, Restaurants, Halal",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-22:0
R76nXl5oTep-d1ZGPZSimQ,Trio Breakfast & Lunch,5548 Wayne Ave,19144,3.0,35,"Restaurants, Chinese, American (Traditional), Fast Food, Breakfast & Brunch",6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,closed
HSXvx9ajd9cGDzYIScmrig,TyeMeka's Soul Food,5920 Germantown Ave,19144,3.5,27,"Restaurants, Soul Food",closed,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,14:0-19:0
eaDZlSuVS0EY67Ke6pRP6Q,Penang,117 N 10th St,19107,3.5,1112,"Malaysian, Asian Fusion, Cambodian, Chinese, Restaurants, Thai",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,127 S 18th St,19103,4.0,1082,"Burgers, Vegetarian, Restaurants, Vegan",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
9iBlpXwgBFLVnx6RmHsiCQ,Foods On First,1429 Arch St,19102,3.5,96,"Sandwiches, Cheesesteaks, Restaurants, Event Planning & Services, Diners, Caterers, American (Traditional), Breakfast & Brunch",6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,7:0-17:0,7:0-17:0
9PCPV34KV1B_E3v1IUi4tQ,African Small Pot,6505 Woodland Ave,19142,4.0,49,"Restaurants, Senegalese, African",7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0
F8yozE3NWnImNApHO347gQ,Marrakesh,517 S Leithgow St,19147,4.5,659,"Restaurants, Mediterranean, Moroccan",17:30-21:0,17:30-21:0,17:30-21:0,17:30-21:0,17:30-21:0,17:30-21:0,17:30-21:0
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,1526 Packer Ave,19145,3.5,590,"Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,1040 N 2nd St,19123,3.5,1014,"Mexican, Tex-Mex, Restaurants, Barbeque",0:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,10:0-23:0,10:0-22:0
0zf4KKZqbqoxiuKzeZLDdg,PrimoHoagies,128 S 11th St,19107,3.5,65,"Italian, Sandwiches, Restaurants",8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,10:0-21:0,10:0-20:0
I9DCtzUgR4gamBFMVsdY8g,Capital Beer,2661 E Cumberland St,19125,3.5,75,"Chinese, Restaurants, Sushi Bars",,,,,,,
j9Ea81ctJGCVdU-qM1OuSQ,Rose's Water Ice,4240 Pechin St,19128,4.5,30,"Grocery, Food, Specialty Food",6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
piUZEndStsWNnRUwOPk8jA,King's Garden,8225 Germantown Ave,19118,3.5,83,"Chinese, Cantonese, Restaurants, Beer, Wine & Spirits, Food",11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,13:30-21:0
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,56 S 2nd St,19106,4.0,845,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
VRnJgj0IvxoksHppE78X2Q,Lee How Fook,219 N 11th St,19107,4.0,231,"Dim Sum, Restaurants, Cantonese, Chinese",11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
0mijbNf-7wiKJ9xto1pAyg,Spice Finch,220 S 17th St,19103,4.5,325,"Breakfast & Brunch, Restaurants, Mediterranean",0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,12:0-22:0,12:0-20:0
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,118 S 20th St,19103,4.0,1553,"Bars, Nightlife, Whiskey Bars, Burgers, Restaurants, American (New)",closed,closed,16:0-21:0,16:0-21:0,16:0-22:0,12:0-22:0,12:0-21:0
TZ_pTn6SeZwRcnx6v3bREQ,Tsaocaa,4415 Main St,19127,4.5,53,"Ice Cream & Frozen Yogurt, Restaurants, Chicken Wings, Food, Bubble Tea",,,,,,,
E1gf1YIWOo1BgzMUwJtEZg,Top Tomato Bar & Pizza,116 S 11th St,19107,3.5,232,"Pizza, Breakfast & Brunch, Nightlife, Sandwiches, Italian, Restaurants, Cheesesteaks, Food Delivery Services, Cocktail Bars, Sports Bars, Food, Bars",0:0-0:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,11:0-2:0,11:0-20:0
99zoELPcbwRBUqiPoaPqiQ,Bold Coffee Bar,1623 Ridge Ave,19130,5.0,28,"Coffee & Tea, Food, Cafes, Restaurants",0:0-0:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-12:0,8:0-15:0,closed
Gw7UW0E2BguzL9suQnwDeg,SPOT Gourmet Burgers,2821 W Girard Ave,19130,4.5,282,"Restaurants, Food, Cheesesteaks, Food Trucks, Burgers",closed,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-20:0
mBcvp7NarEQEviJyRiX23Q,Starbucks,57-63 North Third St,19106,3.5,63,"Coffee & Tea, Food",0:0-0:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0
HG0Djdv_hQwFeE_-R2XFaA,Federal Donuts,21 S 12th St,19107,4.5,51,"Restaurants, Chicken Shop, Donuts, Food, Coffee & Tea",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0
f88P1gIbRpRzsYAHj9hGdA,Sid Booker's Shrimp,4600 N Broad St,19140,3.5,59,"Restaurants, Food, Seafood",12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-4:0,12:0-4:0,13:0-2:0
dWoYU1l6t7_VB2LHYLHxmw,Olde City Food Market,202 Market St,19106,3.0,29,"Grocery, Breakfast & Brunch, Delis, Food, Convenience Stores, Restaurants, Sandwiches",0:0-0:0,8:0-19:0,8:0-19:0,8:0-19:0,10:0-18:0,10:0-20:0,10:0-19:0
eeKJYP614nNnDwnjKpl7XA,Punch Buggy Brewing,1445 N American St,19122,4.0,24,"Breweries, Brewpubs, Food, Hot Dogs, Restaurants, Sandwiches",closed,closed,closed,17:0-22:0,17:0-0:0,12:0-0:0,12:0-18:0
2SYEGA2fZLdzZQ9lmIfM5Q,Urban Village Brewing Co,1001 N 2nd St,19123,4.0,221,"American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife",0:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-2:0,12:0-2:0,12:0-0:0
u7_3L1NBWgxhBM_B-cmmnA,Pizzeria Vetri,1939 Callowhill St,19130,4.0,651,"Italian, Pizza, Restaurants, Salad",0:0-0:0,11:30-21:0,11:30-21:0,11:30-16:0,11:30-22:0,11:30-22:0,11:30-21:0
dfKF-oAUf3yjnD0WBYDyZQ,The Cow and The Curd,2210 Cottman Ave,19149,4.0,117,"Food, Food Trucks",,,,,,,
EAtdpksdWfWAaqh3XdnNNg,Essene Market & Café,719 S 4th St,19147,3.5,149,"Restaurants, Food, Vegetarian, Organic Stores, Health Markets, Bakeries, Specialty Food, Grocery",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-19:0,8:0-19:0
XQWZQjC73fCTRGWnD18-Eg,Mac Mart,104 South 18th St,19103,4.0,321,"American (Traditional), Restaurants, American (New)",11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,closed
uVJkqQ1U9MH7hBorrwGhBg,Wishbone,4034 Walnut St,19104,3.5,191,"Thai, Restaurants, Coffee & Tea, Chicken Wings, Comfort Food, Food, Specialty Food, American (New), Chicken Shop",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
vcyyzUqEiCTSrFmHgqvxpg,SALERNO'S Ristorante & Pizzeria,6500-02 Rising Sun Ave,19111,4.0,44,"Pizza, Restaurants, Italian",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,15:0-22:0
YtSqYv1Q_pOltsVPSx54SA,Rittenhouse Grill,1701 Locust St,19103,3.5,290,"Wine Bars, Restaurants, Nightlife, Steakhouses, Seafood, Bars",closed,closed,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0
rQW9iupvhk6ScPn2VPNLVQ,Octopus Falafel Truck,20th & Ludlow St,19103,4.5,420,"Food Trucks, Falafel, Food Stands, Food, Mediterranean, Restaurants, Middle Eastern",12:0-14:30,12:0-14:30,12:0-14:30,12:0-14:30,12:0-14:30,closed,closed
PYUI1OJVksGUbCrteU68bw,Bourbon & Branch,705 N 2nd St,19123,4.0,392,"Bars, American (Traditional), Breakfast & Brunch, Music Venues, Arts & Entertainment, Nightlife, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-22:0,10:0-22:0
pHBwvBG3iZdOfpLNZTkVWQ,Pasqually's Pizza,200 S 43rd St,19104,4.0,96,"Italian, Food Delivery Services, Beverage Store, Food, Pizza, Restaurants, Beer, Wine & Spirits",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0
X3pLW1Fq9SlbrUFsxgynwA,Moy Fong Restaurant,7411 Stenton Ave,19150,3.5,25,"Restaurants, Chinese",,,,,,,
AHqYW_taqAvhBkYBElkcTQ,Boom Buns,6649 Castor Ave,19149,4.5,25,"Dim Sum, Noodles, Restaurants, Food, Cantonese, Chinese, Asian Fusion",0:0-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
1DkolDhbc0kydORZCIp7Fw,Night Market,1617 John F Kennedy Blvd,19147,3.0,66,"Food Stands, Restaurants, Local Flavor",,,,,,,
